"logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B"
"ENSG00000249253" -2.80849882114165 -0.991670248551462 -6.48503695033426 3.69505922199683e-05 0.00174889476442341 2.51042497502842
"ENSG00000067601" -2.39813162287267 -1.32500548707151 -6.47982131771669 3.72249922564074e-05 0.00175831572735023 2.50292272654079
"ENSG00000163689" 3.5591430928925 1.75605758670322 6.47619121621466 3.74172575584357e-05 0.00176382684417887 2.4976988236984
"ENSG00000189184" -4.71561868774196 1.12594019791542 -6.47171865459539 3.76555999430138e-05 0.00176844089983998 2.49125997264785
"ENSG00000165164" 1.71163802372075 -1.53072261984977 6.46868300268058 3.78182912925409e-05 0.00176844089983998 2.48688810686384
"ENSG00000176383" 1.71163802372075 -1.53072261984977 6.46868300268058 3.78182912925409e-05 0.00176844089983998 2.48688810686384
"ENSG00000273687" 1.71163802372075 -1.53072261984977 6.46868300268058 3.78182912925409e-05 0.00176844089983998 2.48688810686384
"ENSG00000145242" -3.43367387143244 -0.256986925694265 -6.46488160587163 3.80230790705114e-05 0.00177446105406263 2.48141156660884
"ENSG00000214176" -1.99310972398995 1.18843295104465 -6.46207506818685 3.81750305147584e-05 0.0017744821744803 2.4773669515286
"ENSG00000111057" -3.46461811886805 -0.927263659921821 -6.46206409737625 3.81756257645116e-05 0.0017744821744803 2.47735113882594
"ENSG00000106991" 2.06189755353691 5.53498634733297 6.45962221178904 3.83083631043274e-05 0.00177673534661832 2.47383111290301
"ENSG00000241839" -1.76920913159651 4.75947853190686 -6.45837431159619 3.83763870187553e-05 0.00177673534661832 2.4720319090697
"ENSG00000133135" -3.6596671563155 0.414130437739759 -6.45367619698677 3.86336417033505e-05 0.00178510375347719 2.46525622769174
"ENSG00000164465" 2.78330394994423 5.05405162746454 6.45194253871626 3.87290354289376e-05 0.00178597492628227 2.46275512098847
"ENSG00000274904" 2.52861537430165 -0.589526455916492 6.44339160674699 3.92032337296647e-05 0.00180166049833962 2.45041256858459
"ENSG00000180185" 1.83782462035444 6.58006850725765 6.4430267881265 3.92236021752177e-05 0.00180166049833962 2.44988574935231
"ENSG00000111670" -2.08133313453935 5.00665829620613 -6.43641051698115 3.95949638185056e-05 0.00181508888428606 2.44032814390586
"ENSG00000138675" -3.94453663880561 0.199447954660238 -6.4350547339309 3.96715235701504e-05 0.00181508888428606 2.43836885443668
"ENSG00000203446" -2.48337444291948 -0.179336727900862 -6.433002451473 3.97877143018628e-05 0.00181684251569407 2.43540252544136
"ENSG00000125965" -4.57149370452708 2.56944176180167 -6.42638639886729 4.01647604498375e-05 0.00183047757878224 2.4258356797517
"ENSG00000261371" 3.28684933619324 1.26353334735709 6.422434350771 4.0391801375965e-05 0.00183723643919448 2.42011798796025
"ENSG00000189430" 2.88618683311783 0.011773188134572 6.41946026806198 4.05635610728104e-05 0.0018414594048112 2.41581369899552
"ENSG00000170412" -2.68915104154504 -0.468011557628217 -6.41133329768127 4.1036892989064e-05 0.00185932982719771 2.40404530498541
"ENSG00000110042" -3.26045774091219 0.848266475247095 -6.40333617323066 4.15084121915282e-05 0.00187704901177736 2.39245563503659
"ENSG00000221955" -2.02000482898806 2.75431739108915 -6.4001203273979 4.16996466415627e-05 0.00188204942888631 2.38779253386869
"ENSG00000209082" -2.4453179328478 6.64645385742647 -6.39574438993312 4.19613768181031e-05 0.00188648352686943 2.38144485697243
"ENSG00000145945" -2.16893710347183 1.52962392614841 -6.39552380626683 4.19746164571693e-05 0.00188648352686943 2.38112480803565
"ENSG00000185420" -1.93483702333426 5.34560422944545 -6.39442836696761 4.20404317293264e-05 0.00188648352686943 2.37953531073884
"ENSG00000234004" -1.72125460217742 1.28841923157392 -6.38965684947532 4.2328395420255e-05 0.00189575965208489 2.37260975277786
"ENSG00000180096" 1.71856330492269 5.09886626554351 6.38558840994601 4.25755881298601e-05 0.00190317772686237 2.36670207107935
"ENSG00000225746" -3.15538753045435 -0.86271166351299 -6.3830958610568 4.27277914257355e-05 0.00190632941707096 2.36308152047508
"ENSG00000283052" -3.20030122532876 -0.472456901944122 -6.36622390052156 4.37734156477267e-05 0.00194925358916804 2.33855055456075
"ENSG00000014257" 4.05413665705446 1.72726542274993 6.36221559193407 4.40258131027639e-05 0.0019567587103617 2.33271662920943
"ENSG00000087253" -1.77099788262342 -1.59336305513018 -6.35263531598457 4.46353721710041e-05 0.0019725791178754 2.31876352323354
"ENSG00000226913" -1.77099788262342 -1.59336305513018 -6.35263531598457 4.46353721710041e-05 0.0019725791178754 2.31876352323354
"ENSG00000273249" -1.77099788262342 -1.59336305513018 -6.35263531598457 4.46353721710041e-05 0.0019725791178754 2.31876352323354
"ENSG00000071246" 1.90096928518445 3.89810967688854 6.35036381366908 4.47812144147313e-05 0.00197528328384374 2.31545326671357
"ENSG00000272293" -3.1856248254912 -1.03802803206596 -6.3385033362812 4.55510086079521e-05 0.00199821770255415 2.29815688254642
"ENSG00000104381" -3.02920853557634 1.29947801949581 -6.33840392098407 4.55575203331236e-05 0.00199821770255415 2.29801181705391
"ENSG00000230140" 2.14839991934565 -1.42153214594355 6.33839565259316 4.55580619593216e-05 0.00199821770255415 2.2979997518623
"ENSG00000023445" 3.45662115709536 1.60998313244524 6.33293398692065 4.5917334961381e-05 0.00201019717446316 2.29002795544671
"ENSG00000266094" -2.91890443466454 0.662251322017855 -6.32866726331784 4.62001031183618e-05 0.00201878877558774 2.28379727933762
"ENSG00000198934" -1.53598458288021 -1.65211638006599 -6.32447536022011 4.64797196582594e-05 0.00202721080094547 2.27767329484876
"ENSG00000249242" -2.96952756082773 -0.154114065838834 -6.32145489647957 4.6682313623652e-05 0.00203224833226548 2.27325909713576
"ENSG00000228436" -2.15835824488995 2.35958145811622 -6.31908401067823 4.68419967805435e-05 0.0020354025193244 2.26979328621067
"ENSG00000143819" 1.71620603015003 5.43666763296838 6.30841084418466 4.75680912212014e-05 0.00205892321515514 2.25418093563696
"ENSG00000257027" -4.61454797357238 2.24112799521266 -6.30769881957353 4.76169548218537e-05 0.00205892321515514 2.25313882220999
"ENSG00000134830" 2.05239524694375 0.367387116161399 6.30724677842833 4.76480044648915e-05 0.00205892321515514 2.25247718031512
"ENSG00000165821" -3.38337430457677 0.153956459065116 -6.30335882691754 4.79159506964177e-05 0.00206667429491721 2.24678525443258
"ENSG00000275713" -3.33613258021369 0.876380233632361 -6.29534114881314 4.84735855186456e-05 0.00208547420465332 2.23504052320553
"ENSG00000101187" 1.70021873202648 5.8248011305407 6.2945272569801 4.85305774032208e-05 0.00208547420465332 2.23384776874857
"ENSG00000090530" 2.32608755784124 3.67953625959541 6.28514185550871 4.91929601716753e-05 0.00210762308672349 2.22008656366299
"ENSG00000243137" -2.05754181094143 3.12044452853212 -6.2838677272324 4.92836224467555e-05 0.00210762308672349 2.21821740643011
"ENSG00000172164" -1.83310484031817 4.6397017695732 -6.28339968648608 4.93169711730105e-05 0.00210762308672349 2.21753072741118
"ENSG00000113739" -1.88277557569603 8.190237262195 -6.27809709916295 4.96964725943535e-05 0.00211576214840544 2.20974889409017
"ENSG00000159228" 1.65089326008954 6.15660833957405 6.27775965350218 4.97207282882529e-05 0.00211576214840544 2.2092535361894
"ENSG00000134243" -1.63797349718229 3.67232664393409 -6.27574236296282 4.98659949135215e-05 0.00211576214840544 2.20629188249782
"ENSG00000143502" 2.35292719038948 -0.346017416810205 6.27568528797613 4.98701114949427e-05 0.00211576214840544 2.20620808014862
"ENSG00000164287" 2.28623922006691 -0.316775145379166 6.27108058909683 5.02034244859108e-05 0.00212288563995056 2.19944551092549
"ENSG00000175040" -3.30388541525624 2.3680876946374 -6.2708528075447 5.02199739972877e-05 0.00212288563995056 2.19911090563785
"ENSG00000171791" -3.18924992358025 1.07434817826906 -6.262553745772 5.08269227449193e-05 0.00214267861010889 2.18691465582909
"ENSG00000284543" -3.05314531812302 -0.215243526210072 -6.26194351892267 5.0871858661195e-05 0.00214267861010889 2.18601747529669
"ENSG00000143772" -2.901024920213 1.92340098444957 -6.24119194413457 5.24254204124673e-05 0.00220413470253065 2.15547544441831
"ENSG00000163032" -3.28410595125115 0.192161504645329 -6.23610808113776 5.28136743802605e-05 0.00221391474040557 2.14798349993386
"ENSG00000101384" 2.05395606649914 2.39272229980876 6.23503135823103 5.28962956900384e-05 0.00221391474040557 2.1463962815722
"ENSG00000145824" 3.33680895336934 2.3387198586257 6.23442770019464 5.29426770012131e-05 0.00221391474040557 2.1455063436406
"ENSG00000197054" -2.25793006669522 -1.33269146000635 -6.22038934476532 5.40335971978775e-05 0.0022554918730148 2.12479545982017
"ENSG00000089060" -1.9547893716424 3.18802523612 -6.21686423654385 5.43112751712506e-05 0.00226303445508207 2.1195903380392
"ENSG00000146950" 2.85998785166959 3.88391049758474 6.21436420543657 5.4509126681601e-05 0.00226697194338915 2.1158977333897
"ENSG00000112297" 1.72824811718151 7.40074075075385 6.21321818615414 5.4600078519958e-05 0.00226697194338915 2.11420473185633
"ENSG00000259424" -2.22566349092666 -1.34075810394849 -6.20799371119545 5.50167614106013e-05 0.00227624226813789 2.10648425027921
"ENSG00000215769" -2.28282866616953 3.23844816455689 -6.20797255709055 5.50184554396918e-05 0.00227624226813789 2.10645298166654
"ENSG00000225190" -2.10725919264688 4.60920235581894 -6.20141655752707 5.55461468104455e-05 0.0022914938683818 2.09675919271076
"ENSG00000060656" 2.57779800470768 2.45164682323348 6.20095492458773 5.55835060214322e-05 0.0022914938683818 2.09607638014594
"ENSG00000189052" 2.72491437215111 0.192243723031443 6.19906717481457 5.57365570790463e-05 0.00229375101037472 2.0932838403183
"ENSG00000138829" -3.48373562745466 -0.340477502029519 -6.19122812768223 5.63769299699364e-05 0.00231601986605369 2.08168201912223
"ENSG00000177614" 4.45764589143529 0.957795698912332 6.18960844737419 5.65102153219323e-05 0.0023174154030263 2.07928376975247
"ENSG00000242861" -2.26753504969287 0.527201145525622 -6.18725896531943 5.67041532652845e-05 0.00232128896893359 2.07580422858602
"ENSG00000261227" 2.14839991934565 -0.935066024318477 6.1810781494426 5.7217739066946e-05 0.00233821142449758 2.06664670834038
"ENSG00000159596" -2.03093734548714 4.36842588543639 -6.16772802183954 5.8344017562704e-05 0.00237785776930477 2.04684810477276
"ENSG00000163328" 3.6231544556683 2.25613157480188 6.16716860447686 5.83917245997957e-05 0.00237785776930477 2.04601790629631
"ENSG00000236658" 4.93195603255668 3.29174508381593 6.16490599840329 5.85851032060578e-05 0.00238157630350201 2.04265963984417
"ENSG00000183691" 3.70610976673612 0.646328289843295 6.15955256457556 5.90453649318958e-05 0.00239611225273192 2.03471084819485
"ENSG00000134780" -2.92040683282393 0.870317386749882 -6.15542919264657 5.94024944945563e-05 0.00240641980301385 2.02858560559944
"ENSG00000079215" -2.11563363695445 3.73639592239096 -6.15267776641248 5.96420763725841e-05 0.00241193797240533 2.02449699984498
"ENSG00000145979" -2.09310751545301 4.96826483142174 -6.1509092954547 5.97966095119375e-05 0.00241400360960476 2.02186847767261
"ENSG00000231442" 2.36696781752167 -1.21153092511024 6.14846653053069 6.00107650198486e-05 0.00241846492396053 2.0182369852141
"ENSG00000132849" -2.43195922792328 -0.469889950217902 -6.14705536722478 6.01348524639853e-05 0.00241924231159329 2.01613870793427
"ENSG00000163879" -3.40139255395124 1.18294667792193 -6.14589135728041 6.02374124897446e-05 0.00241924231159329 2.0144077075359
"ENSG00000081913" -2.8643883006784 1.54374933085012 -6.14350650324342 6.04481218275518e-05 0.00242353346172525 2.01086057107896
"ENSG00000255507" -2.33208474492949 -0.898405753489214 -6.13874366353595 6.08712840495009e-05 0.00243631310808071 2.00377402971707
"ENSG00000226777" 3.78151985519525 1.05533000416714 6.13317860560291 6.1369716585159e-05 0.00245205644999675 1.99548968805217
"ENSG00000165209" -2.41128669986783 1.26561627186196 -6.13180203942736 6.14936768939783e-05 0.0024525021643784 1.99343978559521
"ENSG00000285106" -2.01758445826579 2.20827842372867 -6.13011090794961 6.16463286566062e-05 0.0024525021643784 1.99092107205163
"ENSG00000130413" -2.4384728530326 0.549900657824137 -6.12955955111871 6.16961845585893e-05 0.0024525021643784 1.9900998097363
"ENSG00000161179" -3.93723107146385 1.47650487108693 -6.12515247860059 6.20962347565305e-05 0.0024642067037566 1.98353374951932
"ENSG00000197632" -5.20263522319854 3.11850473314861 -6.12375817237159 6.22233762261648e-05 0.00246505986563893 1.98145579385843
"ENSG00000011465" -3.39917950922123 3.09783386765647 -6.11396779037423 6.31239597073643e-05 0.00249649911154515 1.96685704368141
"ENSG00000184634" -1.75123362831495 3.18042380849583 -6.11019852952609 6.34743685577164e-05 0.00250531911946112 1.9612328463132
"ENSG00000141753" 2.26144809503523 7.27428082862431 6.10926247524084 6.35617090392124e-05 0.00250531911946112 1.95983581733717
"ENSG00000148671" 3.95029230519179 0.331871094265062 6.10626540442045 6.38422178488505e-05 0.00251213205950266 1.95536193068714
"ENSG00000131981" -1.79013609355344 5.67787373548935 -6.10173291522777 6.42689372199e-05 0.0025246656247292 1.94859355048265
"ENSG00000237491" 2.4396063752119 -0.854880313229941 6.09890475081304 6.45367360462321e-05 0.00252854067642194 1.9443687228998
"ENSG00000117984" -2.08048880362943 9.89275565110317 -6.09840365951307 6.45843080118059e-05 0.00252854067642194 1.94362005034812
"ENSG00000162496" -1.71989760683419 6.50610513499386 -6.096747823932 6.4741773040458e-05 0.00253045985280745 1.9411458317483
"ENSG00000159128" -1.77375739748541 3.69149709006108 -6.09261620999488 6.51364604172111e-05 0.00254162904243345 1.9349704546063
"ENSG00000170381" -2.81260988856457 -0.561058529709059 -6.08743489612298 6.56350444733159e-05 0.00255680822661161 1.9272226018515
"ENSG00000253426" -2.24911462245883 -1.35244932917041 -6.0845944904627 6.59100901173566e-05 0.00255927162902089 1.92297354965573
"ENSG00000274029" -3.32062935299555 0.371603638990889 -6.08451668396602 6.59176415977352e-05 0.00255927162902089 1.92285713987346
"ENSG00000198033" -3.78710018408657 -0.626631775318473 -6.08334767968663 6.60312096988636e-05 0.00255942233739748 1.92110803371041
"ENSG00000161835" -3.36954040874992 0.507532372422007 -6.08095193173801 6.62646059464041e-05 0.00256420947786633 1.91752280537617
"ENSG00000126016" -3.40462739773492 -0.328706010847095 -6.07794975647212 6.65583201741366e-05 0.0025713109982505 1.91302887607629
"ENSG00000185640" -2.11737940235695 2.88609850997471 -6.07007713527032 6.73351234103055e-05 0.00259702110686953 1.90123816076588
"ENSG00000270607" -3.00601795857993 3.82721851516486 -6.0667676876375 6.76645445020709e-05 0.00260541993632231 1.8962789412524
"ENSG00000112655" -2.87415999602578 1.46640060683317 -6.06460574277154 6.78806687305055e-05 0.00260943578938652 1.89303839389112
"ENSG00000221926" 1.79511634648825 5.3309683434587 6.0565502897337 6.86924374102328e-05 0.00263608208277543 1.88095802550033
"ENSG00000125246" -3.00261362296438 2.14524479072692 -6.05549270915062 6.87997766525344e-05 0.00263608208277543 1.87937131879485
"ENSG00000007944" 2.19476878496672 1.03676767853964 6.05104842653419 6.9252802765413e-05 0.00264908999955434 1.87270169502096
"ENSG00000021762" -2.72659271207474 3.47925007966944 -6.04305568834805 7.00755392712634e-05 0.00267617452267702 1.86069956103034
"ENSG00000234688" -4.22681437639005 0.603912227014931 -6.03908653174549 7.04879621909955e-05 0.00268752632314492 1.85473588341696
"ENSG00000140545" -2.76904624719723 5.74405141284084 -6.03765540415386 7.06372985797603e-05 0.00268882663141946 1.85258504156584
"ENSG00000104154" -2.93232237733039 -0.272263560937576 -6.02516897952839 7.19546006423828e-05 0.00273439953061487 1.83380647507738
"ENSG00000167850" 2.38119139817836 -0.777250621596403 6.02409703867737 7.20688999454935e-05 0.00273439953061487 1.83219329958391
"ENSG00000235436" -1.89387035244825 -0.994087288237185 -6.02034960213418 7.24700021583474e-05 0.00274515427006961 1.82655241946361
"ENSG00000267890" 3.11148591378611 0.0621001983467491 6.0191272124489 7.2601351844493e-05 0.00274567251854036 1.8247119559807
"ENSG00000264301" -2.44510988734682 7.54132403231697 -6.01748463916979 7.27782502306751e-05 0.00274790888492326 1.82223850805694
"ENSG00000006606" -3.08622318640223 3.60894372864899 -6.01634091085364 7.29016956103097e-05 0.00274812304583355 1.82051600614445
"ENSG00000162650" -4.00582204943581 2.00504533575233 -6.01055987154254 7.35290720059956e-05 0.00276730220352887 1.81180659235335
"ENSG00000106683" -2.01203148281652 8.07910383621848 -6.00423096249424 7.42224907671786e-05 0.0027889011265078 1.80226617514506
"ENSG00000164961" -2.06521872787745 4.48963175868657 -5.99920236098701 7.47783974448115e-05 0.00280527190671581 1.7946817048184
"ENSG00000167081" -1.75576482706125 6.52775751122744 -5.99789133370507 7.49240562347391e-05 0.00280622460382247 1.79270371789585
"ENSG00000230432" 3.35714132208844 0.724750129927814 5.99130979897311 7.56598536716641e-05 0.00282924202816444 1.78277015126947
"ENSG00000227358" -2.12888365219146 -1.38250707173725 -5.97827462408034 7.71399126941021e-05 0.00287997235648668 1.76307732224377
"ENSG00000166341" 1.90247619717723 -0.219251368071857 5.97531852609928 7.74798193677246e-05 0.00288804170148001 1.75860794853126
"ENSG00000156374" -1.73939767648345 1.6608261460956 -5.96585373589108 7.85788751552898e-05 0.00292433727731026 1.74428936241695
"ENSG00000116819" -1.77915591866555 -1.59132354611965 -5.95825245949711 7.94735313053017e-05 0.00295292257878648 1.73278044524975
"ENSG00000255198" 1.60175774897533 6.65568075467235 5.95207222358948 8.02089099147405e-05 0.00297550827337131 1.72341685181727
"ENSG00000272145" 2.94040852047697 -0.595566937063354 5.94417816933899 8.11587445024803e-05 0.0030044923518664 1.71144853336781
"ENSG00000131584" 1.77064054169738 5.03669505910896 5.94318467590779 8.12791283628444e-05 0.0030044923518664 1.70994163292955
"ENSG00000000971" -3.98345601173299 0.669341662832754 -5.94238226853281 8.13764963735136e-05 0.0030044923518664 1.70872446036562
"ENSG00000196126" 1.89273421536334 9.36488780356404 5.93971316910609 8.17012705200731e-05 0.00300789829262154 1.70467502165956
"ENSG00000196549" -2.18173167357273 6.43590117102105 -5.93950581694273 8.17265585635577e-05 0.00300789829262154 1.70436039248546
"ENSG00000168062" -2.93232237733039 -0.9144162964262 -5.93706294230458 8.20251110190303e-05 0.00301413218979221 1.70065318246965
"ENSG00000130158" -2.55190078817387 2.5995170988188 -5.93411499841286 8.23869332877273e-05 0.00302266776939596 1.69617833457805
"ENSG00000129038" 1.97107274356729 7.32182908165378 5.93293349103823 8.25324237586751e-05 0.00302325208160899 1.69438450126589
"ENSG00000167995" -2.48729207842388 2.13993805754641 -5.92084722420115 8.40364970946703e-05 0.0030735229203872 1.67602267325612
"ENSG00000103942" 2.36709675907172 3.86482219084929 5.9185729098316 8.43227644398458e-05 0.00307516175728408 1.67256507094514
"ENSG00000198682" 1.62440553110852 4.03896694339489 5.91839751706181 8.43448840602474e-05 0.00307516175728408 1.6722983927386
"ENSG00000161999" 1.69337423378221 4.60881692116377 5.91722556236729 8.44928431377974e-05 0.0030757503927884 1.67051636330759
"ENSG00000272121" 2.52957140885756 3.27937920521413 5.9147013340262 8.48124637235059e-05 0.00308195925067586 1.66667743441523
"ENSG00000161395" -1.70015146006803 2.75344003606831 -5.91379478762477 8.49275648489148e-05 0.00308195925067586 1.66529850105078
"ENSG00000283390" -1.51463218555607 4.55050610290717 -5.91100065696453 8.5283371113575e-05 0.00309006549932323 1.66104763517585
"ENSG00000225616" -2.63880357027903 1.44087040447676 -5.9073282129675 8.57534321715575e-05 0.00310227997874593 1.65545880159027
"ENSG00000183549" -2.40461246939881 0.766403620925965 -5.9060882633123 8.59127625154878e-05 0.00310323281816779 1.65357136309629
"ENSG00000189221" -1.7405441518142 4.78900505280389 -5.90274925881724 8.63433813685198e-05 0.0031088033857201 1.64848764424801
"ENSG00000124479" 1.84818609824465 6.49400172192976 5.90183574213667 8.64615931358091e-05 0.0031088033857201 1.64709650718314
"ENSG00000104998" -1.77915591866555 -0.759894172764971 -5.90179649930544 8.64666751235256e-05 0.0031088033857201 1.64703674400395
"ENSG00000237232" -2.30835422781417 1.47053209068593 -5.89774300592602 8.69933193817322e-05 0.00312292632992822 1.64086243462718
"ENSG00000243023" -2.06052270670132 -1.28662819024498 -5.89544629875495 8.72932267296146e-05 0.00312586085231701 1.63736300499255
"ENSG00000165171" -3.3342803897815 0.0707744969059118 -5.89506603691238 8.73429877308087e-05 0.00312586085231701 1.636783535836
"ENSG00000284691" -1.8256720616061 3.17151133882592 -5.89137697727811 8.78273041587225e-05 0.00313838026836084 1.63116079234733
"ENSG00000106333" -1.5291570899132 7.24802358180425 -5.88949108519539 8.80759935097096e-05 0.00314245448402992 1.628285606759
"ENSG00000001561" -3.52546824611136 0.915354905973429 -5.88556990961162 8.85954692345462e-05 0.00315616286888382 1.62230580753401
"ENSG00000201183" -2.59594568266175 -0.694412737103193 -5.88431947730635 8.87618094314511e-05 0.00315726838608762 1.6203984220731
"ENSG00000242574" 1.87753024858042 4.77218139978647 5.87200717057527 9.04174901632766e-05 0.00321126592917792 1.60160522174937
"ENSG00000106484" 2.51981194557319 3.22171836606023 5.86763325652033 9.10135342206417e-05 0.00322752250380616 1.59492363621164
"ENSG00000103381" -2.87323805336561 1.47332961197429 -5.86265659314091 9.16967941566639e-05 0.00324681789810561 1.58731787947997
"ENSG00000005156" -1.75174654183506 3.66928336012973 -5.8562851089013 9.25795124310537e-05 0.00327310658040335 1.57757513817679
"ENSG00000136531" -2.90456656642378 0.126540437492093 -5.85144320497347 9.3256350918315e-05 0.00329204794603323 1.57016732216358
"ENSG00000129991" 3.07560939730556 -0.337773898377947 5.84739761906759 9.38259024029167e-05 0.00330624738845713 1.56397518746664
"ENSG00000152503" 2.10061831271319 -0.681206212906384 5.84657634910861 9.39419738813353e-05 0.00330624738845713 1.56271786652218
"ENSG00000240694" 2.93456907223484 0.742974366849526 5.84139014225959 9.46784789594786e-05 0.0033252040842083 1.55477577314919
"ENSG00000118418" -3.40206025305985 1.24735104460079 -5.83911856034232 9.50029996722324e-05 0.0033252040842083 1.55129585834809
"ENSG00000173947" -3.50326282136703 2.05057922459608 -5.83878917000717 9.50501546791004e-05 0.0033252040842083 1.55079119109645
"ENSG00000150540" -2.24705072524896 2.95317660850594 -5.83878593332365 9.50506181609211e-05 0.0033252040842083 1.55078623201293
"ENSG00000155093" -1.89364147442215 5.81941143587558 -5.83769043401149 9.52076277606618e-05 0.00332571075773545 1.54910767487136
"ENSG00000265491" -1.50525365977262 5.05445645739042 -5.82198862633193 9.74885545886273e-05 0.00340029586363382 1.52502955176944
"ENSG00000187720" -1.88769780145947 2.87230237255024 -5.8151984705062 9.84928285714131e-05 0.00342562416420485 1.51460590876335
"ENSG00000124839" 2.10061831271319 -0.795574442657 5.81509411074273 9.8508348940664e-05 0.00342562416420485 1.51444565218607
"ENSG00000070601" 3.02753427237561 -0.29581071481849 5.81314485260479 9.87987198717065e-05 0.00343060912125952 1.51145204567856
"ENSG00000224557" 2.27397062437892 -0.998975200846898 5.80913073243517 9.93995480385767e-05 0.00344634331936426 1.50528553692164
"ENSG00000152527" -3.72173228665244 0.30260923284712 -5.80702436765365 9.97163761321272e-05 0.00345219869535172 1.50204878502646
"ENSG00000167202" -2.42679137672173 3.77784335666719 -5.8020938949747 0.000100462189363313 0.00347286626163489 1.49446981536776
"ENSG00000230526" -2.40815244890033 -1.11459577287754 -5.79317774610872 0.00010182597313987 0.00351480363497889 1.48075513665038
"ENSG00000236197" -2.57705097500722 -0.747859792481562 -5.79076839336443 0.000102197861626352 0.00352242969451891 1.47704710802467
"ENSG00000242858" -2.48412792220204 -1.23513853082597 -5.78683625519551 0.000102807893996961 0.00353822920136442 1.47099366266307
"ENSG00000281460" -2.27258735954418 -0.338853877453381 -5.77783448245308 0.000104219024898787 0.00358151211633032 1.4571270848872
"ENSG00000270504" -2.21351530569933 2.43569053320704 -5.75564247674084 0.000107786393871671 0.00369865840382584 1.42289116952271
"ENSG00000103522" 4.93039652875909 1.78332149208083 5.75299282452518 0.000108220904722954 0.00370811540500059 1.41879869022408
"ENSG00000275055" -2.34866449602004 -1.44894640178103 -5.74041640468422 0.000110308775063388 0.00377411284065849 1.39935994368179
"ENSG00000136383" 3.33695326848182 -0.345671930423135 5.73187389910644 0.000111751296464255 0.00381484747200717 1.38614299914249
"ENSG00000198681" -2.33178442051604 -1.13368777997361 -5.73143273931056 0.000111826333712733 0.00381484747200717 1.38546014738635
"ENSG00000150627" -2.09677112077283 -0.569076277908683 -5.72726031289587 0.000112538673868731 0.00383354367307005 1.37900042268777
"ENSG00000101463" 1.55904965012886 3.70254100280753 5.72179759664865 0.00011347858289398 0.00385709606617105 1.37053922362147
"ENSG00000164266" -3.34685833642363 2.05536515413266 -5.72132270954283 0.000113560683871583 0.00385709606617105 1.36980346462627
"ENSG00000107099" 2.48467359886666 -0.985021417718311 5.71981918491535 0.000113821036830362 0.00386031987412743 1.36747378411122
"ENSG00000180332" -2.50506727008675 3.19877856541336 -5.7186326134718 0.000114026952527124 0.00386169072607824 1.36563498224271
"ENSG00000112144" 2.05964150424336 2.04245124075739 5.71613616655708 0.000114461472996065 0.00387078842157998 1.36176562372023
"ENSG00000268895" -3.04941410402991 -0.568300650726687 -5.70879337109651 0.000115749736073413 0.00390868935099425 1.35037939415918
"ENSG00000273199" 2.25671863367979 0.595892640072687 5.70182144873138 0.000116987168160974 0.00394018004518789 1.33956095667982
"ENSG00000185565" -3.09488344145128 0.300304931832443 -5.70132958994742 0.000117074995276445 0.00394018004518789 1.33879746314359
"ENSG00000163131" -2.19898643812571 4.7340135397581 -5.70069247261985 0.000117188863947904 0.00394018004518789 1.33780843767157
"ENSG00000233431" 1.94442950255346 -1.34829386058893 5.69710593768749 0.000117832061788548 0.00395442431121611 1.33223979137304
"ENSG00000115461" -2.3333839488244 0.967197684018493 -5.6964424574168 0.000117951457984332 0.00395442431121611 1.33120942990287
"ENSG00000149131" 3.75473794501656 2.59681192391574 5.69349238079774 0.000118483892627706 0.00396657553884489 1.3266272844554
"ENSG00000236377" 2.5001205904767 1.79174181716217 5.69036894623266 0.000119050393618223 0.00397983078035474 1.32177448558437
"ENSG00000158246" 1.80223869074933 2.48568793281055 5.68434615929254 0.000120150877152829 0.00400896012260762 1.31241300609853
"ENSG00000163050" -1.81472674209759 3.52285694785868 -5.68372293162552 0.000120265367524871 0.00400896012260762 1.31144399306988
"ENSG00000103489" 1.71252323427442 4.80919277484654 5.6784349000392 0.000121241475169164 0.00403356363900302 1.30321971543989
"ENSG00000243517" -2.82185594266663 0.0859184158966772 -5.67706315405008 0.00012149605273322 0.00403356363900302 1.30108562164108
"ENSG00000134326" -1.47118909099884 -1.12978869020839 -5.67692330766582 0.000121522038151158 0.00403356363900302 1.30086804016105
"ENSG00000113269" -3.9936015508072 1.01666831602506 -5.66556555033784 0.000123652266386374 0.00409372484748554 1.28318739723441
"ENSG00000167693" 3.28289040947208 0.127054603380522 5.66539033162169 0.000123685438307933 0.00409372484748554 1.28291448605998
"ENSG00000169740" -2.94721299914498 0.159499175200725 -5.66150810356153 0.000124422836092148 0.00411229809826372 1.27686658567606
"ENSG00000196517" 2.46172901886138 0.711748277260635 5.65889250798612 0.000124922273862711 0.00412296511783947 1.27279065606044
"ENSG00000172508" 3.58175401963498 -0.204687561957243 5.65428891610634 0.000125806480446324 0.00414628307165893 1.26561436504732
"ENSG00000227482" -2.33454358654701 -0.622437872780595 -5.64982455023071 0.000126670284048842 0.00416886376304043 1.25865214502401
"ENSG00000105928" -1.74547738971476 6.3048553387833 -5.64742618558312 0.000127136933860563 0.00417735103271837 1.2549106693769
"ENSG00000117472" 2.13191393785677 1.81684513584588 5.6461768801834 0.000127380732663292 0.00417735103271837 1.25296140574967
