"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"ENSG00000142871" 47.8181580310221 -1.61904879295113 0.438410793617895 -3.69299482704399 0.000221628533072038 0.01219368521031
"ENSG00000142949" 11.9187190983723 -2.78972686778713 0.673645173167948 -4.14124078803666 3.45432097044709e-05 0.00278458969663009
"ENSG00000143294" 25.2879577365567 -1.59456301991634 0.492813331595082 -3.23563288102463 0.00121373377120435 0.0420554322037011
"ENSG00000143344" 53.9809910841218 2.16357947630799 0.588123014958524 3.67878729666883 0.000234345606423672 0.0128358299272289
"ENSG00000143369" 42.6865998376285 -1.71488519432664 0.411435971068679 -4.1680487728682 3.07218207797832e-05 0.0025436595914238
"ENSG00000143374" 54.9007962730806 -1.41132373591661 0.435281058272393 -3.24232747806228 0.00118557704868339 0.0412806913210274
"ENSG00000143418" 91.4992174391193 -1.43508451186863 0.32541386787513 -4.41002874659082 1.0335689776979e-05 0.00105892487851768
"ENSG00000143436" 58.3948478181287 -1.63296475488607 0.44068951940463 -3.70547671996421 0.000210993509773747 0.0118765160975808
"ENSG00000143458" 26.6651299433691 -2.12585256799764 0.627059936773892 -3.39019038424741 0.000698441000554365 0.0280974527934879
"ENSG00000143512" 55.927630254777 1.73110144927071 0.472131509849229 3.66656622817554 0.000245829273016179 0.0132012261416333
"ENSG00000143537" 260.074923768691 -1.32034473609391 0.354946878303825 -3.71983757795929 0.000199350935990487 0.0113558267177621
"ENSG00000143545" 303.630892085782 -1.20291972665983 0.259223993280289 -4.64046445484372 3.47626969768915e-06 0.000416013082057069
"ENSG00000143549" 88.3927987309164 -1.60525166581501 0.387666869547141 -4.14080178605463 3.46093937436645e-05 0.00278458969663009
"ENSG00000143553" 136.558012917687 -1.39663880302824 0.330237553835215 -4.22919436874569 2.34529656669264e-05 0.00207449493206646
"ENSG00000143575" 338.02796791126 -1.5322494201045 0.344245645947641 -4.45103500404928 8.5457409207422e-06 0.000894852179796248
"ENSG00000143590" 8.75030844275596 -3.3565214802725 0.811386037468933 -4.1367750063126 3.52221163980212e-05 0.00281796718890011
"ENSG00000143847" 41.8869770198704 -3.45186802294377 0.604066458812909 -5.7143845227349 1.10101784317884e-08 2.85083547358361e-06
"ENSG00000143850" 7.66048958360218 -4.44122233983769 1.17107031356114 -3.79244720697621 0.00014916996950443 0.00907833134919908
"ENSG00000144331" 5.17784185804876 5.31096838247563 1.40323798900992 3.78479518376129 0.000153835218973868 0.0092267376111253
"ENSG00000144354" 40.4765140528567 2.23342942537586 0.660637075970254 3.3807206810119 0.000722959943540081 0.0288300954043115
"ENSG00000144476" 6.36281220846215 -7.15546701907142 1.4070586927907 -5.08540763490082 3.66837324686684e-07 5.740802572377e-05
"ENSG00000144488" 16.4255962748833 -2.176947388877 0.550622490362088 -3.95361146153955 7.69803781202349e-05 0.00533615034804971
"ENSG00000144749" 41.9807086273547 -2.03361873550657 0.48866940578844 -4.16154298062806 3.16104486709783e-05 0.00258715172139886
"ENSG00000145555" 16.7122492234692 -2.9161660792003 0.680281798543859 -4.28670307722821 1.81344422879661e-05 0.00165546533732644
"ENSG00000146122" 4.31719166857503 -4.38062968168393 1.33994764067609 -3.26925437136755 0.00107831314447764 0.0385835615339347
"ENSG00000146386" 21.4710188698421 2.2660968309318 0.663541394818901 3.41515517890226 0.000637456838632695 0.0263506252297213
"ENSG00000146674" 128.87000990467 -3.09936836815468 0.470996483143831 -6.58044906719231 4.69029485510636e-11 2.30325824246792e-08
"ENSG00000147592" 9.86582459910073 3.89034089687434 1.06613545464656 3.64901183983609 0.000263250972509519 0.0138850262944743
"ENSG00000148655" 21.5996155614539 -2.53920611827405 0.621262712819231 -4.08716967215266 4.36667769919701e-05 0.00332544690450613
"ENSG00000148803" 15.2443135899005 -3.28469089761422 0.849213672764999 -3.86792041032433 0.000109767477209398 0.00700985938537686
"ENSG00000149150" 9.16807847122348 -2.64901704958835 0.787465152029162 -3.3639800348781 0.000768271007440002 0.0299751984026111
"ENSG00000149357" 102.964563537549 2.24664154740224 0.454125382059821 4.94718339065728 7.52950322376717e-07 0.000108310763040069
"ENSG00000149506" 79.3269666331686 -2.30758779344113 0.517146875923008 -4.46215166498401 8.11407618340351e-06 0.000868816232540221
