"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"ko:K02372" 684.970743917869 0.565335751481653 0.199736772392971 2.83040395971447 0.00464892661085453 0.0215426364296562
"ko:K03559" 481.190082087705 0.821465878730428 0.265549134702423 3.09346095083673 0.00197836586699813 0.0114211582124398
"ko:K00024" 751.391439500494 0.525727369519507 0.213153915642094 2.46642135536582 0.0136470693119607 0.0469135479893193
"ko:K02433" 406.283481679168 -1.26134906691336 0.396127049606426 -3.18420332104708 0.00145153018442205 0.00917994765283133
"ko:K00975" 919.039331978792 -1.26001987507252 0.331179820930307 -3.80463964118657 0.00014201078095709 0.00153845012703514
"ko:K03086" 932.904868060458 -0.60670135332002 0.118714915199733 -5.11057395188526 0.000000321181556257293 0.0000113873460854858
"ko:K06867" 146.414343956416 -1.50489071861595 0.572602704903537 -2.62815859186251 0.00858484817849545 0.0332225105915314
"ko:K00949" 720.69812898539 0.503953795874346 0.147577611252773 3.41483909108115 0.000638197009709692 0.00509408957373166
"ko:K02601" 1189.84039214706 0.330640228268018 0.134581613529097 2.45680089276483 0.0140180355758461 0.0476314664774636
"ko:K05785" 740.191730860658 1.20590583962462 0.326749127672645 3.69061686013975 0.000223710884166625 0.00223710884166625
"ko:K03088" 7037.63876397025 0.296892699267626 0.0986631075211825 3.00915617525917 0.00261974411571205 0.0140816261043634
"ko:K01070" 481.184444548295 1.01957475575234 0.322695003128572 3.15956164758493 0.00158006669049521 0.00961714618572765
"ko:K01195" 568.407926809501 1.35586915031659 0.429565632049203 3.15637250552038 0.00159744706444702 0.00970075985503292
"ko:K03585" 1975.44649116355 0.799193740104432 0.216530991360281 3.69089770976327 0.00022346399520732 0.00223710884166625
"ko:K03827" 309.307648149375 0.824652788591365 0.286136060108601 2.88203027705901 0.00395121764762462 0.0190767179410762
"ko:K00600" 923.736098195634 -0.317164842057275 0.0944193150590028 -3.35910975269285 0.000781940054643682 0.00583959487616877
"ko:K06898" 426.554898431317 -1.20661818243004 0.476885668385831 -2.53020432866901 0.0113996118821211 0.0411652651298818
"ko:K01912" 852.106213697516 0.881617812215866 0.190569958750363 4.6262161045579 0.00000372406732432545 0.0000798975807232702
"ko:K02355" 3770.28909747042 -0.447189284217752 0.106664377225429 -4.19248952508901 0.0000275909825909087 0.000400183259892932
"ko:K17319" 775.991829263018 -0.971419654337329 0.396786901002011 -2.44821502898455 0.0143565947143584 0.0484535071609594
"ko:K16788" 34.4509876679148 -3.91855238589449 1.26255790474086 -3.10366152014135 0.00191141869146255 0.0111631940216865
"ko:K09691" 484.919289738192 -1.14235211216044 0.398190249893713 -2.8688600799878 0.0041195399227724 0.019698830921207
"ko:K15894" 1503.04198918385 0.65457874410362 0.218139773223939 3.00073083614899 0.00269332525003249 0.0144329337826168
"ko:K15912" 274.826486801141 -1.90280872632588 0.448572195057966 -4.24192303332575 0.0000221612697366774 0.000344186091928043
"ko:K03724" 240.53715904699 -2.44491867828484 0.449692800795277 -5.43686417474558 0.0000000542264427786471 0.00000271906877361502
"ko:K06177" 1428.92469357965 0.4210088765185 0.139255958878311 3.02327368903761 0.00250055981391168 0.0135600208779967
"ko:K01573" 49.4271714295912 4.45101030546705 1.1405351788443 3.90256292662296 0.0000951794824942983 0.00110257420315177
"ko:K01262" 2033.72512423216 0.357438973512909 0.127956686108709 2.79343725117449 0.00521511458430554 0.02337809986068
"ko:K07729" 560.524424618724 -0.693740088786783 0.250263769412512 -2.77203564229581 0.00557069365770956 0.0243198193265679
"ko:K01874" 1725.97066364291 -0.268364070238549 0.10232350824995 -2.62270200492936 0.00872355362594843 0.0336369354411334
"ko:K01869" 1881.95017822164 -0.182856983680662 0.0599468633692493 -3.05031778817741 0.00228599344047315 0.0126160958743094
"ko:K03305" 1053.64448545276 0.712908326985821 0.266262491466182 2.6774643437766 0.00741817478027152 0.0301712554794357
"ko:K01876" 2130.4012468246 -0.693904751186005 0.136442973387603 -5.0856759711237 0.000000366319004940732 0.0000127304921519007
"ko:K03544" 1262.38836181341 -0.580644397254543 0.208721591835907 -2.78190862836575 0.00540402522389825 0.0239267230672658
"ko:K01991" 1134.14282076969 0.682418185732131 0.167508075234843 4.07394201608127 0.0000462239946660472 0.000607663750104216
"ko:K06023" 341.090533082851 -1.40159384462284 0.4952318875467 -2.83017689261916 0.00465222746828473 0.0215426364296562
"ko:K00998" 277.281160060851 2.26884556729976 0.687755466315587 3.29891317251801 0.000970599277058617 0.00684097080818423
"ko:K04759" 2253.53518699496 -0.500562310762125 0.139870649924596 -3.57875158964354 0.00034523942102024 0.00318892202047643
"ko:K01077" 991.907005134065 0.698844750789221 0.140206941867998 4.984380526944 0.000000621606399276476 0.0000186481919782943
"ko:K03496" 2728.55945865892 -0.315102964437988 0.0977627955147019 -3.22313782844519 0.00126794527593845 0.00838133317993215
"ko:K19055" 82.6152759243572 -2.2035261208161 0.894580150947204 -2.46319585615996 0.0137704670925366 0.0470259933315273
"ko:K02407" 1048.04534108219 -1.53154906831697 0.608461139859917 -2.51708608485592 0.0118329913770075 0.0424236120344258
"ko:K06148" 3020.84502519437 -0.515751554259246 0.184058027773638 -2.80211387950728 0.00507689490502827 0.0228885704032114
"ko:K01889" 678.349203204581 -0.254521781099387 0.0952585244221275 -2.67190556061421 0.0075421871456467 0.0305280651654453
"ko:K07676" 219.003279625485 6.70365745502763 0.933763133652445 7.17918411364781 0.000000000000701286541352441 0.000000000168831409267428
"ko:K00857" 4385.0268185324 1.43518321974237 0.232211346658305 6.18050427076767 0.0000000006389716768201 0.0000000560697646409638
"ko:K04077" 1359.03829257165 -0.562462861684561 0.115719942539215 -4.86055254904706 0.0000011705856523984 0.0000314247935805056
"ko:K08087" 34.3253511244186 -6.17240196944821 1.42298824588308 -4.33763384012896 0.000014402483184309 0.000249028157521796
"ko:K21907" 32.714668877797 -4.71648227559304 1.39181836647428 -3.38871967003907 0.00070219758562906 0.00539324622660394
"ko:K21963" 30.6133759815362 -5.63842565060987 1.6055920787775 -3.51174231932122 0.000445179411892881 0.00386777162312874
"ko:K09762" 256.918966972561 -1.59149049736609 0.502098725384183 -3.16967643394903 0.00152608775603189 0.00939748776082794
"ko:K02014" 5095.85210109133 1.14367360264382 0.260554354606441 4.38938587064222 0.0000113671215513126 0.000207805190859934
"ko:K16087" 605.121841922129 1.52267493941791 0.37078735235087 4.10659891650518 0.0000401527555417269 0.000533849136179778
"ko:K07106" 1279.2816348256 1.12391567633178 0.263822987893495 4.26011275706385 0.0000204323799030775 0.000328980061742211
"ko:K09963" 912.665516225089 1.25682928737358 0.278058826348534 4.52001219985804 0.00000618360678700166 0.000121935167541437
"ko:K01868" 1380.89864791869 -0.497386328005673 0.0875207852696149 -5.68306518815427 0.0000000132301810514653 0.000000829248848047202
"ko:K04488" 515.115685467249 -0.604305970776975 0.174692962252843 -3.4592462282615 0.000541689459532049 0.00454863637071171
"ko:K02315" 2557.01311780986 -0.621280063236072 0.119488103490395 -5.19951396907068 0.000000199810311207852 0.00000788015946448945
"ko:K03077" 435.766450950492 0.349176217727263 0.141528164286214 2.46718537959073 0.0136179835480788 0.0468662403365436
"ko:K00925" 834.587953554302 -0.455257445090663 0.112365083130559 -4.05159176148778 0.0000508703678515262 0.000658874506121243
"ko:K07263" 2574.72113402551 0.785613424395068 0.256727075772831 3.06011129535176 0.00221254755244507 0.0123860317529222
"ko:K13730" 1248.98682737587 0.710404999552657 0.208796367445604 3.40238198702251 0.000668011983594975 0.00518133746465453
"ko:K02356" 414.669056150532 -0.495013700369847 0.174698507964056 -2.83353135718648 0.00460367910460959 0.0214061582277348
"ko:K03100" 1433.30903028713 0.587582494800658 0.141231363663605 4.16042499030319 0.0000317655934768166 0.000447780052625005
"ko:K03668" 501.306010594867 0.604745919942638 0.18689301501266 3.23578663387539 0.00121308023262486 0.00809488900477806
"ko:K03797" 3104.57491150361 0.533641393062552 0.163023304200295 3.27340557646227 0.00106259886736251 0.00734520663583869
"ko:K03723" 2417.37809545617 -0.325232193896237 0.0622014373050043 -5.22869258312253 0.000000170712949092097 0.00000696747036410769
"ko:K21574" 1551.16275807904 1.331618391746 0.290876987872969 4.57794341684925 0.0000046956966131272 0.000097617510977309
"ko:K19084" 428.676799016227 -1.39750345369913 0.516010568758107 -2.70828455522244 0.00676320072812473 0.0279609358724591
"ko:K18827" 931.763960333424 0.51805191623658 0.210159704866171 2.46503922608035 0.0136998252675362 0.0469135479893193
"ko:K00983" 559.026262797584 -0.604142176971196 0.191722645381063 -3.15112581390903 0.00162642413987607 0.00982572931319278
"ko:K16786" 1021.73880261103 -1.0247834313133 0.333508977614791 -3.072731170964 0.00212109474283503 0.011969521780307
"ko:K16787" 815.001994343611 -1.04763647108977 0.340705429164539 -3.0749039534202 0.00210570352664468 0.0119018025419047
"ko:K13954" 302.904552893734 -1.0100409805837 0.328259839081872 -3.07695569280951 0.00209126382909279 0.0118583780938864
